Time,"Idle","Exceptions","Event Recorder"
86.375440,,,0xf00b,
86.375751,,,0xf00b,
86.385350,,,0xf010,
86.385440,,,0xf00b,
86.385751,,,0xf00b,
86.395350,,,0xf010,
86.395440,,,0xf00b,
86.395751,,,0xf00b,
86.405350,,,0xf010,
86.405440,,,0xf00b,
86.405751,,,0xf00b,
86.415350,,,0xf010,
86.415440,,,0xf00b,
86.415751,,,0xf00b,
86.425350,,,0xf010,
86.425440,,,0xf00b,
86.425751,,,0xf00b,
86.435350,,,0xf010,
86.435440,,,0xf00b,
86.435751,,,0xf00b,
86.445350,,,0xf010,
86.445440,,,0xf00b,
86.445751,,,0xf00b,
86.455350,,,0xf010,
86.455440,,,0xf00b,
86.455751,,,0xf00b,
86.465350,,,0xf010,
86.465440,,,0xf00b,
86.465751,,,0xf00b,
86.475350,,,0xf010,
86.475440,,,0xf00b,
86.475751,,,0xf00b,
86.485350,,,0xf010,
86.485440,,,0xf00b,
86.485751,,,0xf00b,
86.495350,,,0xf010,
86.495440,,,0xf00b,
86.495753,,,0xf00b,
86.505350,,,0xf010,
86.505486,,,0xf010,
86.505576,,,0xf00b,
86.505875,,,0xf00b,
86.506186,,,0xf00b,
86.515350,,,0xf010,
86.515440,,,0xf00b,
86.515751,,,0xf00b,
86.525350,,,0xf010,
86.525440,,,0xf00b,
86.525751,,,0xf00b,
86.535350,,,0xf010,
86.535440,,,0xf00b,
86.535751,,,0xf00b,
86.545350,,,0xf010,
86.545440,,,0xf00b,
86.545751,,,0xf00b,
86.555350,,,0xf010,
86.555440,,,0xf00b,
86.555751,,,0xf00b,
86.565350,,,0xf010,
86.565440,,,0xf00b,
86.565751,,,0xf00b,
86.575350,,,0xf010,
86.575440,,,0xf00b,
86.575751,,,0xf00b,
86.585350,,,0xf010,
86.585440,,,0xf00b,
86.585751,,,0xf00b,
86.595350,,,0xf010,
86.595440,,,0xf00b,
86.595751,,,0xf00b,
86.605350,,,0xf010,
86.605440,,,0xf00b,
86.605750,,,0xf00b,
86.615350,,,0xf010,
86.615440,,,0xf00b,
86.615751,,,0xf00b,
86.625350,,,0xf010,
86.625440,,,0xf00b,
86.625750,,,0xf00b,
86.635351,,,0xf010,
86.635441,,,0xf00b,
86.635753,,,0xf00b,
86.645351,,,0xf010,
86.645441,,,0xf00b,
86.645753,,,0xf00b,
86.655351,,,0xf010,
86.655441,,,0xf00b,
86.655753,,,0xf00b,
86.665351,,,0xf010,
86.665441,,,0xf00b,
86.665753,,,0xf00b,
86.675351,,,0xf010,
86.675441,,,0xf00b,
86.675753,,,0xf00b,
86.685351,,,0xf010,
86.685441,,,0xf00b,
86.685753,,,0xf00b,
86.695351,,,0xf010,
86.695441,,,0xf00b,
86.695753,,,0xf00b,
86.705351,,,0xf010,
86.705441,,,0xf00b,
86.705753,,,0xf00b,
86.715351,,,0xf010,
86.715441,,,0xf00b,
86.715753,,,0xf00b,
86.725351,,,0xf010,
86.725441,,,0xf00b,
86.725753,,,0xf00b,
86.735351,,,0xf010,
86.735441,,,0xf00b,
86.735753,,,0xf00b,
86.745351,,,0xf010,
86.745441,,,0xf00b,
86.745753,,,0xf00b,
86.755350,,,0xf010,
86.755440,,,0xf00b,
86.755751,,,0xf00b,
86.765350,,,0xf010,
86.765440,,,0xf00b,
86.765750,,,0xf00b,
86.775350,,,0xf010,
86.775440,,,0xf00b,
86.775751,,,0xf00b,
86.785350,,,0xf010,
86.785440,,,0xf00b,
86.785751,,,0xf00b,
86.795350,,,0xf010,
86.795440,,,0xf00b,
86.795751,,,0xf00b,
86.805350,,,0xf010,
86.805440,,,0xf00b,
86.805751,,,0xf00b,
86.815350,,,0xf010,
86.815440,,,0xf00b,
86.815751,,,0xf00b,
86.825350,,,0xf010,
86.825440,,,0xf00b,
86.825750,,,0xf00b,
86.835350,,,0xf010,
86.835440,,,0xf00b,
86.835751,,,0xf00b,
86.845350,,,0xf010,
86.845440,,,0xf00b,
86.845750,,,0xf00b,
86.855350,,,0xf010,
86.855440,,,0xf00b,
86.855751,,,0xf00b,
86.865350,,,0xf010,
86.865440,,,0xf00b,
86.865751,,,0xf00b,
86.875350,,,0xf010,
86.875440,,,0xf00b,
86.875751,,,0xf00b,
86.885350,,,0xf010,
86.885440,,,0xf00b,
86.885751,,,0xf00b,
86.895350,,,0xf010,
86.895440,,,0xf00b,
86.895751,,,0xf00b,
86.905350,,,0xf010,
86.905440,,,0xf00b,
86.905750,,,0xf00b,
86.915350,,,0xf010,
86.915440,,,0xf00b,
86.915751,,,0xf00b,
86.925350,,,0xf010,
86.925440,,,0xf00b,
86.925751,,,0xf00b,
86.935350,,,0xf010,
86.935440,,,0xf00b,
86.935751,,,0xf00b,
86.945350,,,0xf010,
86.945440,,,0xf00b,
86.945751,,,0xf00b,
86.955350,,,0xf010,
86.955440,,,0xf00b,
86.955751,,,0xf00b,
86.965350,,,0xf010,
86.965440,,,0xf00b,
86.965750,,,0xf00b,
86.975350,,,0xf010,
86.975440,,,0xf00b,
86.975751,,,0xf00b,
86.985350,,,0xf010,
86.985440,,,0xf00b,
86.985750,,,0xf00b,
86.995350,,,0xf010,
86.995440,,,0xf00b,
86.995755,,,0xf00b,
87.004350,,,0xf010,
87.004440,,,0xf00b,
87.004741,,,0xf00b,
87.005350,,,0xf010,
87.005486,,,0xf010,
87.005576,,,0xf00b,
87.005873,,,0xf00b,
87.006183,,,0xf00b,
87.015350,,,0xf010,
87.015440,,,0xf00b,
87.015751,,,0xf00b,
87.025350,,,0xf010,
87.025440,,,0xf00b,
87.025751,,,0xf00b,
87.035350,,,0xf010,
87.035440,,,0xf00b,
87.035751,,,0xf00b,
87.045350,,,0xf010,
87.045440,,,0xf00b,
87.045751,,,0xf00b,
87.055350,,,0xf010,
87.055440,,,0xf00b,
87.055751,,,0xf00b,
87.065350,,,0xf010,
87.065440,,,0xf00b,
87.065751,,,0xf00b,
87.075350,,,0xf010,
87.075440,,,0xf00b,
87.075751,,,0xf00b,
87.085350,,,0xf010,
87.085440,,,0xf00b,
87.085751,,,0xf00b,
87.095350,,,0xf010,
87.095440,,,0xf00b,
87.095751,,,0xf00b,
87.105350,,,0xf010,
87.105440,,,0xf00b,
87.105751,,,0xf00b,
87.115350,,,0xf010,
87.115440,,,0xf00b,
87.115751,,,0xf00b,
87.125350,,,0xf010,
87.125440,,,0xf00b,
87.125751,,,0xf00b,
87.135350,,,0xf010,
87.135440,,,0xf00b,
87.135751,,,0xf00b,
87.145350,,,0xf010,
87.145440,,,0xf00b,
87.145751,,,0xf00b,
87.155350,,,0xf010,
87.155440,,,0xf00b,
87.155751,,,0xf00b,
87.165350,,,0xf010,
87.165440,,,0xf00b,
87.165751,,,0xf00b,
87.175350,,,0xf010,
87.175440,,,0xf00b,
87.175751,,,0xf00b,
87.185350,,,0xf010,
87.185440,,,0xf00b,
87.185751,,,0xf00b,
87.195350,,,0xf010,
87.195440,,,0xf00b,
87.195751,,,0xf00b,
87.205350,,,0xf010,
87.205440,,,0xf00b,
87.205751,,,0xf00b,
87.215351,,,0xf010,
87.215441,,,0xf00b,
87.215752,,,0xf00b,
87.225351,,,0xf010,
87.225441,,,0xf00b,
87.225752,,,0xf00b,
87.235351,,,0xf010,
87.235441,,,0xf00b,
87.235753,,,0xf00b,
87.245351,,,0xf010,
87.245441,,,0xf00b,
87.245752,,,0xf00b,
87.255351,,,0xf010,
87.255441,,,0xf00b,
87.255752,,,0xf00b,
87.265351,,,0xf010,
87.265441,,,0xf00b,
87.265753,,,0xf00b,
87.275351,,,0xf010,
87.275441,,,0xf00b,
87.275752,,,0xf00b,
87.285351,,,0xf010,
87.285441,,,0xf00b,
87.285753,,,0xf00b,
87.295351,,,0xf010,
87.295441,,,0xf00b,
87.295753,,,0xf00b,
87.305351,,,0xf010,
87.305441,,,0xf00b,
87.305752,,,0xf00b,
87.315351,,,0xf010,
87.315441,,,0xf00b,
87.315753,,,0xf00b,
87.325350,,,0xf010,
87.325440,,,0xf00b,
87.325751,,,0xf00b,
87.335350,,,0xf010,
87.335440,,,0xf00b,
87.335751,,,0xf00b,
87.345350,,,0xf010,
87.345440,,,0xf00b,
87.345751,,,0xf00b,
87.355350,,,0xf010,
87.355440,,,0xf00b,
87.355751,,,0xf00b,
87.365350,,,0xf010,
87.365440,,,0xf00b,
87.365751,,,0xf00b,
87.375350,,,0xf010,
87.375440,,,0xf00b,
87.375751,,,0xf00b,
87.385350,,,0xf010,
87.385440,,,0xf00b,
87.385751,,,0xf00b,
87.395350,,,0xf010,
87.395440,,,0xf00b,
87.395751,,,0xf00b,
87.405350,,,0xf010,
87.405440,,,0xf00b,
87.405751,,,0xf00b,
87.415350,,,0xf010,
87.415440,,,0xf00b,
87.415751,,,0xf00b,
87.425350,,,0xf010,
87.425440,,,0xf00b,
87.425751,,,0xf00b,
87.435350,,,0xf010,
87.435440,,,0xf00b,
87.435751,,,0xf00b,
87.445350,,,0xf010,
87.445440,,,0xf00b,
87.445751,,,0xf00b,
87.455350,,,0xf010,
87.455440,,,0xf00b,
87.455751,,,0xf00b,
87.465350,,,0xf010,
87.465440,,,0xf00b,
87.465751,,,0xf00b,
87.475350,,,0xf010,
87.475440,,,0xf00b,
87.475751,,,0xf00b,
87.485350,,,0xf010,
87.485440,,,0xf00b,
87.485751,,,0xf00b,
87.495350,,,0xf010,
87.495440,,,0xf00b,
87.495753,,,0xf00b,
87.505350,,,0xf010,
87.505486,,,0xf010,
87.505576,,,0xf00b,
87.505875,,,0xf00b,
87.506186,,,0xf00b,
87.515350,,,0xf010,
87.515440,,,0xf00b,
87.515751,,,0xf00b,
87.525350,,,0xf010,
87.525440,,,0xf00b,
87.525751,,,0xf00b,
87.535350,,,0xf010,
87.535440,,,0xf00b,
87.535751,,,0xf00b,
87.545350,,,0xf010,
87.545440,,,0xf00b,
87.545751,,,0xf00b,
87.555350,,,0xf010,
87.555440,,,0xf00b,
87.555751,,,0xf00b,
87.565350,,,0xf010,
87.565440,,,0xf00b,
87.565751,,,0xf00b,
87.575350,,,0xf010,
87.575440,,,0xf00b,
87.575751,,,0xf00b,
87.585350,,,0xf010,
87.585440,,,0xf00b,
87.585751,,,0xf00b,
87.595350,,,0xf010,
87.595440,,,0xf00b,
87.595751,,,0xf00b,
87.605350,,,0xf010,
87.605440,,,0xf00b,
87.605750,,,0xf00b,
87.615350,,,0xf010,
87.615440,,,0xf00b,
87.615751,,,0xf00b,
87.625350,,,0xf010,
87.625440,,,0xf00b,
87.625750,,,0xf00b,
87.635350,,,0xf010,
87.635440,,,0xf00b,
87.635751,,,0xf00b,
87.645350,,,0xf010,
87.645440,,,0xf00b,
87.645751,,,0xf00b,
87.655350,,,0xf010,
87.655440,,,0xf00b,
87.655751,,,0xf00b,
87.665350,,,0xf010,
87.665440,,,0xf00b,
87.665751,,,0xf00b,
87.675350,,,0xf010,
87.675440,,,0xf00b,
87.675751,,,0xf00b,
87.685350,,,0xf010,
87.685440,,,0xf00b,
87.685750,,,0xf00b,
87.695350,,,0xf010,
87.695440,,,0xf00b,
87.695751,,,0xf00b,
87.705350,,,0xf010,
87.705440,,,0xf00b,
87.705750,,,0xf00b,
87.715350,,,0xf010,
87.715440,,,0xf00b,
87.715751,,,0xf00b,
87.725350,,,0xf010,
87.725440,,,0xf00b,
87.725751,,,0xf00b,
87.735350,,,0xf010,
87.735440,,,0xf00b,
87.735751,,,0xf00b,
87.745350,,,0xf010,
87.745440,,,0xf00b,
87.745750,,,0xf00b,
87.755350,,,0xf010,
87.755440,,,0xf00b,
87.755751,,,0xf00b,
87.765350,,,0xf010,
87.765440,,,0xf00b,
87.765750,,,0xf00b,
87.775350,,,0xf010,
87.775440,,,0xf00b,
87.775751,,,0xf00b,
87.785351,,,0xf010,
87.785441,,,0xf00b,
87.785753,,,0xf00b,
87.795351,,,0xf010,
87.795441,,,0xf00b,
87.795753,,,0xf00b,
87.805351,,,0xf010,
87.805441,,,0xf00b,
87.805752,,,0xf00b,
87.815351,,,0xf010,
87.815441,,,0xf00b,
87.815753,,,0xf00b,
87.825351,,,0xf010,
87.825441,,,0xf00b,
87.825752,,,0xf00b,
87.835351,,,0xf010,
87.835441,,,0xf00b,
87.835752,,,0xf00b,
87.845351,,,0xf010,
87.845441,,,0xf00b,
87.845753,,,0xf00b,
87.855351,,,0xf010,
87.855441,,,0xf00b,
87.855752,,,0xf00b,
87.865351,,,0xf010,
87.865441,,,0xf00b,
87.865752,,,0xf00b,
87.875351,,,0xf010,
87.875441,,,0xf00b,
87.875753,,,0xf00b,
87.885351,,,0xf010,
87.885441,,,0xf00b,
87.885752,,,0xf00b,
87.895351,,,0xf010,
87.895441,,,0xf00b,
87.895753,,,0xf00b,
87.905350,,,0xf010,
87.905440,,,0xf00b,
87.905750,,,0xf00b,
87.915350,,,0xf010,
87.915440,,,0xf00b,
87.915751,,,0xf00b,
87.925350,,,0xf010,
87.925440,,,0xf00b,
87.925751,,,0xf00b,
87.935350,,,0xf010,
87.935440,,,0xf00b,
87.935751,,,0xf00b,
87.945350,,,0xf010,
87.945440,,,0xf00b,
87.945751,,,0xf00b,
87.955350,,,0xf010,
87.955440,,,0xf00b,
87.955751,,,0xf00b,
87.965350,,,0xf010,
87.965440,,,0xf00b,
87.965750,,,0xf00b,
87.975350,,,0xf010,
87.975440,,,0xf00b,
87.975751,,,0xf00b,
87.985350,,,0xf010,
87.985440,,,0xf00b,
87.985750,,,0xf00b,
87.995350,,,0xf010,
87.995440,,,0xf00b,
87.995755,,,0xf00b,
88.004350,,,0xf010,
88.004440,,,0xf00b,
88.004741,,,0xf00b,
88.005350,,,0xf010,
88.005486,,,0xf010,
88.005576,,,0xf00b,
88.005873,,,0xf00b,
88.006183,,,0xf00b,
88.015350,,,0xf010,
88.015440,,,0xf00b,
88.015751,,,0xf00b,
88.025350,,,0xf010,
88.025440,,,0xf00b,
88.025751,,,0xf00b,
88.035350,,,0xf010,
88.035440,,,0xf00b,
88.035751,,,0xf00b,
88.045350,,,0xf010,
88.045440,,,0xf00b,
88.045751,,,0xf00b,
88.055350,,,0xf010,
88.055440,,,0xf00b,
88.055751,,,0xf00b,
88.065350,,,0xf010,
88.065440,,,0xf00b,
88.065751,,,0xf00b,
88.075350,,,0xf010,
88.075440,,,0xf00b,
88.075751,,,0xf00b,
88.085350,,,0xf010,
88.085440,,,0xf00b,
88.085751,,,0xf00b,
88.095350,,,0xf010,
88.095440,,,0xf00b,
88.095751,,,0xf00b,
88.105350,,,0xf010,
88.105440,,,0xf00b,
88.105751,,,0xf00b,
88.115350,,,0xf010,
88.115440,,,0xf00b,
88.115751,,,0xf00b,
88.125350,,,0xf010,
88.125440,,,0xf00b,
88.125751,,,0xf00b,
88.135350,,,0xf010,
88.135440,,,0xf00b,
88.135751,,,0xf00b,
88.145350,,,0xf010,
88.145440,,,0xf00b,
88.145751,,,0xf00b,
88.155350,,,0xf010,
88.155440,,,0xf00b,
88.155751,,,0xf00b,
88.165350,,,0xf010,
88.165440,,,0xf00b,
88.165751,,,0xf00b,
88.175350,,,0xf010,
88.175440,,,0xf00b,
88.175751,,,0xf00b,
88.185350,,,0xf010,
88.185440,,,0xf00b,
88.185751,,,0xf00b,
88.195350,,,0xf010,
88.195440,,,0xf00b,
88.195751,,,0xf00b,
88.205350,,,0xf010,
88.205440,,,0xf00b,
88.205751,,,0xf00b,
88.215350,,,0xf010,
88.215440,,,0xf00b,
88.215751,,,0xf00b,
88.225350,,,0xf010,
88.225440,,,0xf00b,
88.225751,,,0xf00b,
88.235350,,,0xf010,
88.235440,,,0xf00b,
88.235751,,,0xf00b,
88.245350,,,0xf010,
88.245440,,,0xf00b,
88.245751,,,0xf00b,
88.255350,,,0xf010,
88.255440,,,0xf00b,
88.255751,,,0xf00b,
88.265350,,,0xf010,
88.265440,,,0xf00b,
88.265751,,,0xf00b,
88.275350,,,0xf010,
88.275440,,,0xf00b,
88.275751,,,0xf00b,
88.285350,,,0xf010,
88.285440,,,0xf00b,
88.285751,,,0xf00b,
88.295350,,,0xf010,
88.295440,,,0xf00b,
88.295751,,,0xf00b,
88.305350,,,0xf010,
88.305440,,,0xf00b,
88.305751,,,0xf00b,
88.315350,,,0xf010,
88.315440,,,0xf00b,
88.315751,,,0xf00b,
88.325350,,,0xf010,
88.325440,,,0xf00b,
88.325751,,,0xf00b,
88.335350,,,0xf010,
88.335440,,,0xf00b,
88.335751,,,0xf00b,
88.345350,,,0xf010,
88.345440,,,0xf00b,
88.345751,,,0xf00b,
88.355350,,,0xf010,
88.355440,,,0xf00b,
88.355751,,,0xf00b,
88.365351,,,0xf010,
88.365441,,,0xf00b,
88.365752,,,0xf00b,
88.375351,,,0xf010,
88.375441,,,0xf00b,
88.375753,,,0xf00b,
88.385351,,,0xf010,
88.385441,,,0xf00b,
88.385752,,,0xf00b,
88.395351,,,0xf010,
88.395441,,,0xf00b,
88.395753,,,0xf00b,
88.405351,,,0xf010,
88.405441,,,0xf00b,
88.405753,,,0xf00b,
88.415351,,,0xf010,
88.415441,,,0xf00b,
88.415752,,,0xf00b,
88.425351,,,0xf010,
88.425441,,,0xf00b,
88.425753,,,0xf00b,
88.435351,,,0xf010,
88.435441,,,0xf00b,
88.435753,,,0xf00b,
88.445351,,,0xf010,
88.445441,,,0xf00b,
88.445752,,,0xf00b,
88.455351,,,0xf010,
88.455441,,,0xf00b,
88.455753,,,0xf00b,
88.465351,,,0xf010,
88.465441,,,0xf00b,
88.465752,,,0xf00b,
88.475350,,,0xf010,
88.475440,,,0xf00b,
88.475751,,,0xf00b,
88.485350,,,0xf010,
88.485440,,,0xf00b,
88.485751,,,0xf00b,
88.495350,,,0xf010,
88.495440,,,0xf00b,
88.495753,,,0xf00b,
88.505350,,,0xf010,
88.505486,,,0xf010,
88.505576,,,0xf00b,
88.505875,,,0xf00b,
88.506186,,,0xf00b,
88.515350,,,0xf010,
88.515440,,,0xf00b,
88.515751,,,0xf00b,
88.525350,,,0xf010,
88.525440,,,0xf00b,
88.525751,,,0xf00b,
88.535350,,,0xf010,
88.535440,,,0xf00b,
88.535751,,,0xf00b,
88.545350,,,0xf010,
88.545440,,,0xf00b,
88.545751,,,0xf00b,
88.555350,,,0xf010,
88.555440,,,0xf00b,
88.555751,,,0xf00b,
88.565350,,,0xf010,
88.565440,,,0xf00b,
88.565751,,,0xf00b,
88.575350,,,0xf010,
88.575440,,,0xf00b,
88.575751,,,0xf00b,
88.585350,,,0xf010,
88.585440,,,0xf00b,
88.585751,,,0xf00b,
88.595350,,,0xf010,
88.595440,,,0xf00b,
88.595751,,,0xf00b,
88.605350,,,0xf010,
88.605440,,,0xf00b,
88.605750,,,0xf00b,
88.615350,,,0xf010,
88.615440,,,0xf00b,
88.615751,,,0xf00b,
88.625350,,,0xf010,
88.625440,,,0xf00b,
88.625750,,,0xf00b,
88.635350,,,0xf010,
88.635440,,,0xf00b,
88.635751,,,0xf00b,
88.645350,,,0xf010,
88.645440,,,0xf00b,
88.645751,,,0xf00b,
88.655350,,,0xf010,
88.655440,,,0xf00b,
88.655751,,,0xf00b,
88.665350,,,0xf010,
88.665440,,,0xf00b,
88.665751,,,0xf00b,
88.675350,,,0xf010,
88.675440,,,0xf00b,
88.675751,,,0xf00b,
88.685350,,,0xf010,
88.685440,,,0xf00b,
88.685750,,,0xf00b,
88.695350,,,0xf010,
88.695440,,,0xf00b,
88.695751,,,0xf00b,
88.705350,,,0xf010,
88.705440,,,0xf00b,
88.705750,,,0xf00b,
88.715350,,,0xf010,
88.715440,,,0xf00b,
88.715751,,,0xf00b,
88.725350,,,0xf010,
88.725440,,,0xf00b,
88.725751,,,0xf00b,
88.735350,,,0xf010,
88.735440,,,0xf00b,
88.735751,,,0xf00b,
88.745350,,,0xf010,
88.745440,,,0xf00b,
88.745750,,,0xf00b,
88.755350,,,0xf010,
88.755440,,,0xf00b,
88.755751,,,0xf00b,
88.765350,,,0xf010,
88.765440,,,0xf00b,
88.765750,,,0xf00b,
88.775350,,,0xf010,
88.775440,,,0xf00b,
88.775751,,,0xf00b,
88.785350,,,0xf010,
88.785440,,,0xf00b,
88.785751,,,0xf00b,
88.795350,,,0xf010,
88.795440,,,0xf00b,
88.795751,,,0xf00b,
88.805350,,,0xf010,
88.805440,,,0xf00b,
88.805751,,,0xf00b,
88.815350,,,0xf010,
88.815440,,,0xf00b,
88.815751,,,0xf00b,
88.825350,,,0xf010,
88.825440,,,0xf00b,
88.825750,,,0xf00b,
88.835350,,,0xf010,
88.835440,,,0xf00b,
88.835751,,,0xf00b,
88.845350,,,0xf010,
88.845440,,,0xf00b,
88.845750,,,0xf00b,
88.855350,,,0xf010,
88.855440,,,0xf00b,
88.855751,,,0xf00b,
88.865350,,,0xf010,
88.865440,,,0xf00b,
88.865751,,,0xf00b,
88.875350,,,0xf010,
88.875440,,,0xf00b,
88.875751,,,0xf00b,
88.885350,,,0xf010,
88.885440,,,0xf00b,
88.885751,,,0xf00b,
88.895350,,,0xf010,
88.895440,,,0xf00b,
88.895751,,,0xf00b,
88.905350,,,0xf010,
88.905440,,,0xf00b,
88.905750,,,0xf00b,
88.915350,,,0xf010,
88.915440,,,0xf00b,
88.915751,,,0xf00b,
88.925350,,,0xf010,
88.925440,,,0xf00b,
88.925751,,,0xf00b,
88.935351,,,0xf010,
88.935441,,,0xf00b,
88.935753,,,0xf00b,
88.945351,,,0xf010,
88.945441,,,0xf00b,
88.945753,,,0xf00b,
88.955351,,,0xf010,
88.955441,,,0xf00b,
88.955753,,,0xf00b,
88.965351,,,0xf010,
88.965441,,,0xf00b,
88.965753,,,0xf00b,
88.975351,,,0xf010,
88.975441,,,0xf00b,
88.975753,,,0xf00b,
88.985351,,,0xf010,
88.985441,,,0xf00b,
88.985753,,,0xf00b,
88.995351,,,0xf010,
88.995441,,,0xf00b,
88.995757,,,0xf00b,
89.004351,,,0xf010,
89.004441,,,0xf00b,
89.004743,,,0xf00b,
89.005351,,,0xf010,
89.005487,,,0xf010,
89.005577,,,0xf00b,
89.005875,,,0xf00b,
89.006186,,,0xf00b,
89.015351,,,0xf010,
89.015441,,,0xf00b,
89.015753,,,0xf00b,
89.025351,,,0xf010,
89.025441,,,0xf00b,
89.025752,,,0xf00b,
89.035351,,,0xf010,
89.035441,,,0xf00b,
89.035753,,,0xf00b,
89.045350,,,0xf010,
89.045440,,,0xf00b,
89.045751,,,0xf00b,
89.055350,,,0xf010,
89.055440,,,0xf00b,
89.055751,,,0xf00b,
89.065350,,,0xf010,
89.065440,,,0xf00b,
89.065751,,,0xf00b,
89.075350,,,0xf010,
89.075440,,,0xf00b,
89.075751,,,0xf00b,
89.085350,,,0xf010,
89.085440,,,0xf00b,
89.085765,,,0xf00b,
89.095350,,,0xf010,
89.095440,,,0xf00b,
89.095766,,,0xf00b,
89.105350,,,0xf010,
89.105440,,,0xf00b,
89.105766,,,0xf00b,
89.115350,,,0xf010,
89.115440,,,0xf00b,
89.115766,,,0xf00b,
89.125350,,,0xf010,
89.125440,,,0xf00b,
89.125765,,,0xf00b,
89.135350,,,0xf010,
89.135440,,,0xf00b,
89.135766,,,0xf00b,
89.145350,,,0xf010,
89.145440,,,0xf00b,
89.145765,,,0xf00b,
89.155350,,,0xf010,
89.155440,,,0xf00b,
89.155766,,,0xf00b,
89.165350,,,0xf010,
89.165440,,,0xf00b,
89.165766,,,0xf00b,
89.175350,,,0xf010,
89.175440,,,0xf00b,
89.175766,,,0xf00b,
89.185350,,,0xf010,
89.185440,,,0xf00b,
89.185766,,,0xf00b,
89.195350,,,0xf010,
89.195440,,,0xf00b,
89.195766,,,0xf00b,
89.205350,,,0xf010,
89.205440,,,0xf00b,
89.205765,,,0xf00b,
89.215350,,,0xf010,
89.215440,,,0xf00b,
89.215766,,,0xf00b,
89.225350,,,0xf010,
89.225440,,,0xf00b,
89.225765,,,0xf00b,
89.235350,,,0xf010,
89.235440,,,0xf00b,
89.235766,,,0xf00b,
89.245350,,,0xf010,
89.245440,,,0xf00b,
89.245766,,,0xf00b,
89.255350,,,0xf010,
89.255440,,,0xf00b,
89.255766,,,0xf00b,
89.265350,,,0xf010,
89.265440,,,0xf00b,
89.265766,,,0xf00b,
89.275350,,,0xf010,
89.275440,,,0xf00b,
89.275766,,,0xf00b,
89.285350,,,0xf010,
89.285440,,,0xf00b,
89.285765,,,0xf00b,
89.295350,,,0xf010,
89.295440,,,0xf00b,
89.295766,,,0xf00b,
89.305350,,,0xf010,
89.305440,,,0xf00b,
89.305766,,,0xf00b,
89.315350,,,0xf010,
89.315440,,,0xf00b,
89.315766,,,0xf00b,
89.325350,,,0xf010,
89.325440,,,0xf00b,
89.325766,,,0xf00b,
89.335350,,,0xf010,
89.335440,,,0xf00b,
89.335766,,,0xf00b,
89.345350,,,0xf010,
89.345440,,,0xf00b,
89.345765,,,0xf00b,
89.355350,,,0xf010,
89.355440,,,0xf00b,
89.355766,,,0xf00b,
89.365350,,,0xf010,
89.365440,,,0xf00b,
89.365765,,,0xf00b,
89.375350,,,0xf010,
89.375440,,,0xf00b,
89.375766,,,0xf00b,
89.385350,,,0xf010,
89.385440,,,0xf00b,
89.385766,,,0xf00b,
89.395350,,,0xf010,
89.395440,,,0xf00b,
89.395766,,,0xf00b,
89.405350,,,0xf010,
89.405440,,,0xf00b,
89.405766,,,0xf00b,
89.415350,,,0xf010,
89.415440,,,0xf00b,
89.415766,,,0xf00b,
89.425350,,,0xf010,
89.425440,,,0xf00b,
89.425765,,,0xf00b,
89.435350,,,0xf010,
89.435440,,,0xf00b,
89.435766,,,0xf00b,
89.445350,,,0xf010,
89.445440,,,0xf00b,
89.445765,,,0xf00b,
89.455350,,,0xf010,
89.455440,,,0xf00b,
89.455766,,,0xf00b,
89.465350,,,0xf010,
89.465440,,,0xf00b,
89.465766,,,0xf00b,
89.475350,,,0xf010,
89.475440,,,0xf00b,
89.475766,,,0xf00b,
89.485350,,,0xf010,
89.485440,,,0xf00b,
89.485765,,,0xf00b,
89.495350,,,0xf010,
89.495440,,,0xf00b,
89.495768,,,0xf00b,
89.505350,,,0xf010,
89.505486,,,0xf010,
89.505576,,,0xf00b,
89.505890,,,0xf00b,
89.506201,,,0xf00b,
89.515351,,,0xf010,
89.515441,,,0xf00b,
89.515753,,,0xf00b,
89.525351,,,0xf010,
89.525441,,,0xf00b,
89.525752,,,0xf00b,
89.535351,,,0xf010,
89.535441,,,0xf00b,
89.535753,,,0xf00b,
89.545351,,,0xf010,
89.545441,,,0xf00b,
89.545753,,,0xf00b,
89.555351,,,0xf010,
89.555441,,,0xf00b,
89.555752,,,0xf00b,
89.565351,,,0xf010,
89.565441,,,0xf00b,
89.565753,,,0xf00b,
89.575351,,,0xf010,
89.575441,,,0xf00b,
89.575752,,,0xf00b,
89.585351,,,0xf010,
89.585441,,,0xf00b,
89.585752,,,0xf00b,
89.595351,,,0xf010,
89.595441,,,0xf00b,
89.595753,,,0xf00b,
89.605351,,,0xf010,
89.605441,,,0xf00b,
89.605752,,,0xf00b,
89.615351,,,0xf010,
89.615441,,,0xf00b,
89.615752,,,0xf00b,
89.625350,,,0xf010,
89.625440,,,0xf00b,
89.625751,,,0xf00b,
89.635350,,,0xf010,
89.635440,,,0xf00b,
89.635751,,,0xf00b,
89.645350,,,0xf010,
89.645440,,,0xf00b,
89.645751,,,0xf00b,
89.655350,,,0xf010,
89.655440,,,0xf00b,
89.655750,,,0xf00b,
89.665350,,,0xf010,
89.665440,,,0xf00b,
89.665751,,,0xf00b,
89.675350,,,0xf010,
89.675440,,,0xf00b,
89.675751,,,0xf00b,
89.685350,,,0xf010,
89.685440,,,0xf00b,
89.685751,,,0xf00b,
89.695350,,,0xf010,
89.695440,,,0xf00b,
89.695751,,,0xf00b,
89.705350,,,0xf010,
