Time,"Idle","Exceptions","Event Recorder"
3.315350,,,0xf010,
3.315440,,,0xf00b,
3.315751,,,0xf00b,
3.325350,,,0xf010,
3.325440,,,0xf00b,
3.325751,,,0xf00b,
3.335351,,,0xf010,
3.335441,,,0xf00b,
3.335752,,,0xf00b,
3.345351,,,0xf010,
3.345441,,,0xf00b,
3.345753,,,0xf00b,
3.355351,,,0xf010,
3.355441,,,0xf00b,
3.355752,,,0xf00b,
3.365351,,,0xf010,
3.365441,,,0xf00b,
3.365753,,,0xf00b,
3.375351,,,0xf010,
3.375441,,,0xf00b,
3.375752,,,0xf00b,
3.385351,,,0xf010,
3.385441,,,0xf00b,
3.385753,,,0xf00b,
3.395351,,,0xf010,
3.395441,,,0xf00b,
3.395752,,,0xf00b,
3.405351,,,0xf010,
3.405441,,,0xf00b,
3.405753,,,0xf00b,
3.415351,,,0xf010,
3.415441,,,0xf00b,
3.415752,,,0xf00b,
3.425351,,,0xf010,
3.425441,,,0xf00b,
3.425753,,,0xf00b,
3.435351,,,0xf010,
3.435441,,,0xf00b,
3.435752,,,0xf00b,
3.445350,,,0xf010,
3.445440,,,0xf00b,
3.445751,,,0xf00b,
3.455350,,,0xf010,
3.455440,,,0xf00b,
3.455751,,,0xf00b,
3.465350,,,0xf010,
3.465440,,,0xf00b,
3.465751,,,0xf00b,
3.475350,,,0xf010,
3.475440,,,0xf00b,
3.475751,,,0xf00b,
3.485350,,,0xf010,
3.485440,,,0xf00b,
3.485751,,,0xf00b,
3.495350,,,0xf010,
3.495440,,,0xf00b,
3.495753,,,0xf00b,
3.505350,,,0xf010,
3.505486,,,0xf010,
3.505576,,,0xf00b,
3.505875,,,0xf00b,
3.506185,,,0xf00b,
3.515350,,,0xf010,
3.515440,,,0xf00b,
3.515751,,,0xf00b,
3.525350,,,0xf010,
3.525440,,,0xf00b,
3.525751,,,0xf00b,
3.535350,,,0xf010,
3.535440,,,0xf00b,
3.535751,,,0xf00b,
3.545350,,,0xf010,
3.545440,,,0xf00b,
3.545751,,,0xf00b,
3.555350,,,0xf010,
3.555440,,,0xf00b,
3.555751,,,0xf00b,
3.565350,,,0xf010,
3.565440,,,0xf00b,
3.565751,,,0xf00b,
3.575350,,,0xf010,
3.575440,,,0xf00b,
3.575751,,,0xf00b,
3.585350,,,0xf010,
3.585440,,,0xf00b,
3.585751,,,0xf00b,
3.595350,,,0xf010,
3.595440,,,0xf00b,
3.595751,,,0xf00b,
3.605350,,,0xf010,
3.605440,,,0xf00b,
3.605751,,,0xf00b,
3.615350,,,0xf010,
3.615440,,,0xf00b,
3.615751,,,0xf00b,
3.625350,,,0xf010,
3.625440,,,0xf00b,
3.625751,,,0xf00b,
3.635350,,,0xf010,
3.635440,,,0xf00b,
3.635751,,,0xf00b,
3.645350,,,0xf010,
3.645440,,,0xf00b,
3.645751,,,0xf00b,
3.655350,,,0xf010,
3.655440,,,0xf00b,
3.655751,,,0xf00b,
3.665350,,,0xf010,
3.665440,,,0xf00b,
3.665751,,,0xf00b,
3.675350,,,0xf010,
3.675440,,,0xf00b,
3.675751,,,0xf00b,
3.685350,,,0xf010,
3.685440,,,0xf00b,
3.685751,,,0xf00b,
3.695350,,,0xf010,
3.695440,,,0xf00b,
3.695751,,,0xf00b,
3.705350,,,0xf010,
3.705440,,,0xf00b,
3.705751,,,0xf00b,
3.715350,,,0xf010,
3.715440,,,0xf00b,
3.715751,,,0xf00b,
3.725350,,,0xf010,
3.725440,,,0xf00b,
3.725751,,,0xf00b,
3.735350,,,0xf010,
3.735440,,,0xf00b,
3.735751,,,0xf00b,
3.745350,,,0xf010,
3.745440,,,0xf00b,
3.745751,,,0xf00b,
3.755350,,,0xf010,
3.755440,,,0xf00b,
3.755751,,,0xf00b,
3.765350,,,0xf010,
3.765440,,,0xf00b,
3.765750,,,0xf00b,
3.775350,,,0xf010,
3.775440,,,0xf00b,
3.775751,,,0xf00b,
3.785350,,,0xf010,
3.785440,,,0xf00b,
3.785750,,,0xf00b,
3.795350,,,0xf010,
3.795440,,,0xf00b,
3.795751,,,0xf00b,
3.805350,,,0xf010,
3.805440,,,0xf00b,
3.805750,,,0xf00b,
3.815350,,,0xf010,
3.815440,,,0xf00b,
3.815751,,,0xf00b,
3.825350,,,0xf010,
3.825440,,,0xf00b,
3.825750,,,0xf00b,
3.835350,,,0xf010,
3.835440,,,0xf00b,
3.835751,,,0xf00b,
3.845350,,,0xf010,
3.845440,,,0xf00b,
3.845750,,,0xf00b,
3.855350,,,0xf010,
3.855440,,,0xf00b,
3.855751,,,0xf00b,
3.865350,,,0xf010,
3.865440,,,0xf00b,
3.865750,,,0xf00b,
3.875350,,,0xf010,
3.875440,,,0xf00b,
3.875751,,,0xf00b,
3.885350,,,0xf010,
3.885440,,,0xf00b,
3.885750,,,0xf00b,
3.895350,,,0xf010,
3.895440,,,0xf00b,
3.895751,,,0xf00b,
3.905351,,,0xf010,
3.905441,,,0xf00b,
3.905753,,,0xf00b,
3.915351,,,0xf010,
3.915441,,,0xf00b,
3.915752,,,0xf00b,
3.925351,,,0xf010,
3.925441,,,0xf00b,
3.925753,,,0xf00b,
3.935351,,,0xf010,
3.935441,,,0xf00b,
3.935752,,,0xf00b,
3.945351,,,0xf010,
3.945441,,,0xf00b,
3.945753,,,0xf00b,
3.955351,,,0xf010,
3.955441,,,0xf00b,
3.955753,,,0xf00b,
3.965351,,,0xf010,
3.965441,,,0xf00b,
3.965752,,,0xf00b,
3.975351,,,0xf010,
3.975441,,,0xf00b,
3.975753,,,0xf00b,
3.985351,,,0xf010,
3.985441,,,0xf00b,
3.985752,,,0xf00b,
3.995351,,,0xf010,
3.995441,,,0xf00b,
3.995757,,,0xf00b,
4.004351,,,0xf010,
4.004441,,,0xf00b,
4.004743,,,0xf00b,
4.005351,,,0xf010,
4.005487,,,0xf010,
4.005577,,,0xf00b,
4.005875,,,0xf00b,
4.006187,,,0xf00b,
4.015350,,,0xf010,
4.015440,,,0xf00b,
4.015751,,,0xf00b,
4.025350,,,0xf010,
4.025440,,,0xf00b,
4.025751,,,0xf00b,
4.035350,,,0xf010,
4.035440,,,0xf00b,
4.035751,,,0xf00b,
4.045350,,,0xf010,
4.045440,,,0xf00b,
4.045751,,,0xf00b,
4.055350,,,0xf010,
4.055440,,,0xf00b,
4.055751,,,0xf00b,
4.065350,,,0xf010,
4.065440,,,0xf00b,
4.065751,,,0xf00b,
4.075350,,,0xf010,
4.075440,,,0xf00b,
4.075751,,,0xf00b,
4.085350,,,0xf010,
4.085440,,,0xf00b,
4.085765,,,0xf00b,
4.095350,,,0xf010,
4.095440,,,0xf00b,
4.095766,,,0xf00b,
4.105350,,,0xf010,
4.105440,,,0xf00b,
4.105766,,,0xf00b,
4.115350,,,0xf010,
4.115440,,,0xf00b,
4.115766,,,0xf00b,
4.125350,,,0xf010,
4.125440,,,0xf00b,
4.125765,,,0xf00b,
4.135350,,,0xf010,
4.135440,,,0xf00b,
4.135766,,,0xf00b,
4.145350,,,0xf010,
4.145440,,,0xf00b,
4.145766,,,0xf00b,
4.155350,,,0xf010,
4.155440,,,0xf00b,
4.155766,,,0xf00b,
4.165350,,,0xf010,
4.165440,,,0xf00b,
4.165766,,,0xf00b,
4.175350,,,0xf010,
4.175440,,,0xf00b,
4.175766,,,0xf00b,
4.185350,,,0xf010,
4.185440,,,0xf00b,
4.185765,,,0xf00b,
4.195350,,,0xf010,
4.195440,,,0xf00b,
4.195766,,,0xf00b,
4.205350,,,0xf010,
4.205440,,,0xf00b,
4.205766,,,0xf00b,
4.215350,,,0xf010,
4.215440,,,0xf00b,
4.215766,,,0xf00b,
4.225350,,,0xf010,
4.225440,,,0xf00b,
4.225765,,,0xf00b,
4.235350,,,0xf010,
4.235440,,,0xf00b,
4.235766,,,0xf00b,
4.245350,,,0xf010,
4.245440,,,0xf00b,
4.245766,,,0xf00b,
4.255350,,,0xf010,
4.255440,,,0xf00b,
4.255766,,,0xf00b,
4.265350,,,0xf010,
4.265440,,,0xf00b,
4.265765,,,0xf00b,
4.275350,,,0xf010,
4.275440,,,0xf00b,
4.275766,,,0xf00b,
4.285350,,,0xf010,
4.285440,,,0xf00b,
4.285766,,,0xf00b,
4.295350,,,0xf010,
4.295440,,,0xf00b,
4.295766,,,0xf00b,
4.305350,,,0xf010,
4.305440,,,0xf00b,
4.305765,,,0xf00b,
4.315350,,,0xf010,
4.315440,,,0xf00b,
4.315766,,,0xf00b,
4.325350,,,0xf010,
4.325440,,,0xf00b,
4.325766,,,0xf00b,
4.335350,,,0xf010,
4.335440,,,0xf00b,
4.335766,,,0xf00b,
4.345350,,,0xf010,
4.345440,,,0xf00b,
4.345765,,,0xf00b,
4.355350,,,0xf010,
4.355440,,,0xf00b,
4.355766,,,0xf00b,
4.365350,,,0xf010,
4.365440,,,0xf00b,
4.365766,,,0xf00b,
4.375350,,,0xf010,
4.375440,,,0xf00b,
4.375766,,,0xf00b,
4.385350,,,0xf010,
4.385440,,,0xf00b,
4.385765,,,0xf00b,
4.395350,,,0xf010,
4.395440,,,0xf00b,
4.395766,,,0xf00b,
4.405350,,,0xf010,
4.405440,,,0xf00b,
4.405766,,,0xf00b,
4.415350,,,0xf010,
4.415440,,,0xf00b,
4.415766,,,0xf00b,
4.425350,,,0xf010,
4.425440,,,0xf00b,
4.425765,,,0xf00b,
4.435350,,,0xf010,
4.435440,,,0xf00b,
4.435766,,,0xf00b,
4.445350,,,0xf010,
4.445440,,,0xf00b,
4.445766,,,0xf00b,
4.455350,,,0xf010,
4.455440,,,0xf00b,
4.455766,,,0xf00b,
4.465350,,,0xf010,
4.465440,,,0xf00b,
4.465765,,,0xf00b,
4.475350,,,0xf010,
4.475440,,,0xf00b,
4.475766,,,0xf00b,
4.485351,,,0xf010,
4.485441,,,0xf00b,
4.485768,,,0xf00b,
4.495351,,,0xf010,
4.495441,,,0xf00b,
4.495770,,,0xf00b,
4.505351,,,0xf010,
4.505487,,,0xf010,
4.505577,,,0xf00b,
4.505893,,,0xf00b,
4.506303,,,0xf00b,
4.515351,,,0xf010,
4.515441,,,0xf00b,
4.515752,,,0xf00b,
4.525351,,,0xf010,
4.525441,,,0xf00b,
4.525753,,,0xf00b,
4.535351,,,0xf010,
4.535441,,,0xf00b,
4.535753,,,0xf00b,
4.545351,,,0xf010,
4.545441,,,0xf00b,
4.545752,,,0xf00b,
4.555351,,,0xf010,
4.555441,,,0xf00b,
4.555752,,,0xf00b,
4.565351,,,0xf010,
4.565441,,,0xf00b,
4.565753,,,0xf00b,
4.575351,,,0xf010,
4.575441,,,0xf00b,
4.575753,,,0xf00b,
4.585351,,,0xf010,
4.585441,,,0xf00b,
4.585753,,,0xf00b,
4.595350,,,0xf010,
4.595440,,,0xf00b,
4.595751,,,0xf00b,
4.605350,,,0xf010,
4.605440,,,0xf00b,
4.605751,,,0xf00b,
4.615350,,,0xf010,
4.615440,,,0xf00b,
4.615751,,,0xf00b,
4.625350,,,0xf010,
4.625440,,,0xf00b,
4.625750,,,0xf00b,
4.635350,,,0xf010,
4.635440,,,0xf00b,
4.635751,,,0xf00b,
4.645350,,,0xf010,
4.645440,,,0xf00b,
4.645751,,,0xf00b,
4.655350,,,0xf010,
4.655440,,,0xf00b,
4.655751,,,0xf00b,
4.665350,,,0xf010,
4.665440,,,0xf00b,
4.665750,,,0xf00b,
4.675350,,,0xf010,
4.675440,,,0xf00b,
4.675751,,,0xf00b,
4.685350,,,0xf010,
4.685440,,,0xf00b,
4.685751,,,0xf00b,
4.695350,,,0xf010,
4.695440,,,0xf00b,
4.695751,,,0xf00b,
4.705350,,,0xf010,
4.705440,,,0xf00b,
4.705750,,,0xf00b,
4.715350,,,0xf010,
4.715440,,,0xf00b,
4.715751,,,0xf00b,
4.725350,,,0xf010,
4.725440,,,0xf00b,
4.725751,,,0xf00b,
4.735350,,,0xf010,
4.735440,,,0xf00b,
4.735751,,,0xf00b,
4.745350,,,0xf010,
4.745440,,,0xf00b,
4.745750,,,0xf00b,
4.755350,,,0xf010,
4.755440,,,0xf00b,
4.755751,,,0xf00b,
4.765350,,,0xf010,
4.765440,,,0xf00b,
4.765751,,,0xf00b,
4.775350,,,0xf010,
4.775440,,,0xf00b,
4.775751,,,0xf00b,
4.785350,,,0xf010,
4.785440,,,0xf00b,
4.785750,,,0xf00b,
4.795350,,,0xf010,
4.795440,,,0xf00b,
4.795751,,,0xf00b,
4.805350,,,0xf010,
4.805440,,,0xf00b,
4.805751,,,0xf00b,
4.815350,,,0xf010,
4.815440,,,0xf00b,
4.815751,,,0xf00b,
4.825350,,,0xf010,
4.825440,,,0xf00b,
4.825750,,,0xf00b,
4.835350,,,0xf010,
4.835440,,,0xf00b,
4.835751,,,0xf00b,
4.845350,,,0xf010,
4.845440,,,0xf00b,
4.845751,,,0xf00b,
4.855350,,,0xf010,
4.855440,,,0xf00b,
4.855751,,,0xf00b,
4.865350,,,0xf010,
4.865440,,,0xf00b,
4.865750,,,0xf00b,
4.875350,,,0xf010,
4.875440,,,0xf00b,
4.875751,,,0xf00b,
4.885350,,,0xf010,
4.885440,,,0xf00b,
4.885751,,,0xf00b,
4.895350,,,0xf010,
4.895440,,,0xf00b,
4.895751,,,0xf00b,
4.905350,,,0xf010,
4.905440,,,0xf00b,
4.905750,,,0xf00b,
4.915350,,,0xf010,
4.915440,,,0xf00b,
4.915751,,,0xf00b,
4.925350,,,0xf010,
4.925440,,,0xf00b,
4.925751,,,0xf00b,
4.935350,,,0xf010,
4.935440,,,0xf00b,
4.935751,,,0xf00b,
4.945350,,,0xf010,
4.945440,,,0xf00b,
4.945750,,,0xf00b,
4.955350,,,0xf010,
4.955440,,,0xf00b,
4.955751,,,0xf00b,
4.965350,,,0xf010,
4.965440,,,0xf00b,
4.965751,,,0xf00b,
4.975350,,,0xf010,
4.975440,,,0xf00b,
4.975751,,,0xf00b,
4.985350,,,0xf010,
4.985440,,,0xf00b,
4.985750,,,0xf00b,
4.995350,,,0xf010,
4.995440,,,0xf00b,
4.995755,,,0xf00b,
5.004350,,,0xf010,
5.004440,,,0xf00b,
5.004741,,,0xf00b,
5.005350,,,0xf010,
5.005485,,,0xf010,
5.005575,,,0xf00b,
5.005873,,,0xf00b,
5.006183,,,0xf00b,
5.015350,,,0xf010,
5.015440,,,0xf00b,
5.015751,,,0xf00b,
5.025350,,,0xf010,
5.025440,,,0xf00b,
5.025751,,,0xf00b,
5.035350,,,0xf010,
5.035440,,,0xf00b,
5.035751,,,0xf00b,
5.045350,,,0xf010,
5.045440,,,0xf00b,
5.045751,,,0xf00b,
5.055351,,,0xf010,
5.055441,,,0xf00b,
5.055752,,,0xf00b,
5.065351,,,0xf010,
5.065441,,,0xf00b,
5.065753,,,0xf00b,
5.075351,,,0xf010,
5.075441,,,0xf00b,
5.075753,,,0xf00b,
5.085351,,,0xf010,
5.085441,,,0xf00b,
5.085752,,,0xf00b,
5.095351,,,0xf010,
5.095441,,,0xf00b,
5.095752,,,0xf00b,
5.105351,,,0xf010,
5.105441,,,0xf00b,
5.105753,,,0xf00b,
5.115351,,,0xf010,
5.115441,,,0xf00b,
5.115753,,,0xf00b,
5.125351,,,0xf010,
5.125441,,,0xf00b,
5.125752,,,0xf00b,
5.135351,,,0xf010,
5.135441,,,0xf00b,
5.135752,,,0xf00b,
5.145351,,,0xf010,
5.145441,,,0xf00b,
5.145753,,,0xf00b,
5.155351,,,0xf010,
5.155441,,,0xf00b,
5.155753,,,0xf00b,
5.165350,,,0xf010,
5.165440,,,0xf00b,
5.165750,,,0xf00b,
5.175350,,,0xf010,
5.175440,,,0xf00b,
5.175751,,,0xf00b,
5.185350,,,0xf010,
5.185440,,,0xf00b,
5.185751,,,0xf00b,
5.195350,,,0xf010,
5.195440,,,0xf00b,
5.195750,,,0xf00b,
5.205350,,,0xf010,
5.205440,,,0xf00b,
5.205750,,,0xf00b,
5.215350,,,0xf010,
5.215440,,,0xf00b,
5.215751,,,0xf00b,
5.225350,,,0xf010,
5.225440,,,0xf00b,
5.225751,,,0xf00b,
5.235350,,,0xf010,
5.235440,,,0xf00b,
5.235750,,,0xf00b,
5.245350,,,0xf010,
5.245440,,,0xf00b,
5.245750,,,0xf00b,
5.255350,,,0xf010,
5.255440,,,0xf00b,
5.255751,,,0xf00b,
5.265350,,,0xf010,
5.265440,,,0xf00b,
5.265751,,,0xf00b,
5.275350,,,0xf010,
5.275440,,,0xf00b,
5.275751,,,0xf00b,
5.285350,,,0xf010,
5.285440,,,0xf00b,
5.285750,,,0xf00b,
5.295350,,,0xf010,
5.295440,,,0xf00b,
5.295750,,,0xf00b,
5.305350,,,0xf010,
5.305440,,,0xf00b,
5.305751,,,0xf00b,
5.315350,,,0xf010,
5.315440,,,0xf00b,
5.315751,,,0xf00b,
5.325350,,,0xf010,
5.325440,,,0xf00b,
5.325750,,,0xf00b,
5.335350,,,0xf010,
5.335440,,,0xf00b,
5.335750,,,0xf00b,
5.345350,,,0xf010,
5.345440,,,0xf00b,
5.345751,,,0xf00b,
5.355350,,,0xf010,
5.355440,,,0xf00b,
5.355751,,,0xf00b,
5.365350,,,0xf010,
5.365440,,,0xf00b,
5.365750,,,0xf00b,
5.375350,,,0xf010,
5.375440,,,0xf00b,
5.375750,,,0xf00b,
5.385350,,,0xf010,
5.385440,,,0xf00b,
5.385751,,,0xf00b,
5.395350,,,0xf010,
5.395440,,,0xf00b,
5.395751,,,0xf00b,
5.405350,,,0xf010,
5.405440,,,0xf00b,
5.405750,,,0xf00b,
5.415350,,,0xf010,
5.415440,,,0xf00b,
5.415750,,,0xf00b,
5.425350,,,0xf010,
5.425440,,,0xf00b,
5.425751,,,0xf00b,
5.435350,,,0xf010,
5.435440,,,0xf00b,
5.435751,,,0xf00b,
5.445350,,,0xf010,
5.445440,,,0xf00b,
5.445750,,,0xf00b,
5.455350,,,0xf010,
5.455440,,,0xf00b,
5.455750,,,0xf00b,
5.465350,,,0xf010,
5.465440,,,0xf00b,
5.465751,,,0xf00b,
5.475350,,,0xf010,
5.475440,,,0xf00b,
5.475751,,,0xf00b,
5.485350,,,0xf010,
5.485440,,,0xf00b,
5.485750,,,0xf00b,
5.495350,,,0xf010,
5.495440,,,0xf00b,
5.495753,,,0xf00b,
5.505350,,,0xf010,
5.505486,,,0xf010,
5.505576,,,0xf00b,
5.505875,,,0xf00b,
5.506185,,,0xf00b,
5.515350,,,0xf010,
5.515440,,,0xf00b,
5.515751,,,0xf00b,
5.525350,,,0xf010,
5.525440,,,0xf00b,
5.525751,,,0xf00b,
5.535350,,,0xf010,
5.535440,,,0xf00b,
5.535751,,,0xf00b,
5.545350,,,0xf010,
5.545440,,,0xf00b,
5.545751,,,0xf00b,
5.555350,,,0xf010,
5.555440,,,0xf00b,
5.555751,,,0xf00b,
5.565350,,,0xf010,
5.565440,,,0xf00b,
5.565751,,,0xf00b,
5.575350,,,0xf010,
5.575440,,,0xf00b,
5.575751,,,0xf00b,
5.585350,,,0xf010,
5.585440,,,0xf00b,
5.585750,,,0xf00b,
5.595350,,,0xf010,
5.595440,,,0xf00b,
5.595751,,,0xf00b,
5.605350,,,0xf010,
5.605440,,,0xf00b,
5.605751,,,0xf00b,
5.615350,,,0xf010,
5.615440,,,0xf00b,
5.615751,,,0xf00b,
5.625350,,,0xf010,
5.625440,,,0xf00b,
5.625751,,,0xf00b,
5.635351,,,0xf010,
5.635441,,,0xf00b,
5.635753,,,0xf00b,
5.645351,,,0xf010,
5.645441,,,0xf00b,
5.645753,,,0xf00b,
5.655351,,,0xf010,
5.655441,,,0xf00b,
5.655753,,,0xf00b,
5.665351,,,0xf010,
5.665441,,,0xf00b,
5.665753,,,0xf00b,
5.675351,,,0xf010,
5.675441,,,0xf00b,
5.675753,,,0xf00b,
5.685351,,,0xf010,
5.685441,,,0xf00b,
5.685753,,,0xf00b,
5.695351,,,0xf010,
5.695441,,,0xf00b,
5.695753,,,0xf00b,
5.705351,,,0xf010,
5.705441,,,0xf00b,
5.705753,,,0xf00b,
5.715351,,,0xf010,
5.715441,,,0xf00b,
5.715753,,,0xf00b,
5.725351,,,0xf010,
5.725441,,,0xf00b,
5.725753,,,0xf00b,
5.735351,,,0xf010,
5.735441,,,0xf00b,
5.735753,,,0xf00b,
5.745350,,,0xf010,
5.745440,,,0xf00b,
5.745751,,,0xf00b,
5.755350,,,0xf010,
5.755440,,,0xf00b,
5.755751,,,0xf00b,
5.765350,,,0xf010,
5.765440,,,0xf00b,
5.765751,,,0xf00b,
5.775350,,,0xf010,
5.775440,,,0xf00b,
5.775751,,,0xf00b,
5.785350,,,0xf010,
5.785440,,,0xf00b,
5.785751,,,0xf00b,
5.795350,,,0xf010,
5.795440,,,0xf00b,
5.795750,,,0xf00b,
5.805350,,,0xf010,
5.805440,,,0xf00b,
5.805751,,,0xf00b,
5.815350,,,0xf010,
5.815440,,,0xf00b,
5.815751,,,0xf00b,
5.825350,,,0xf010,
5.825440,,,0xf00b,
5.825751,,,0xf00b,
5.835350,,,0xf010,
5.835440,,,0xf00b,
5.835750,,,0xf00b,
5.845350,,,0xf010,
5.845440,,,0xf00b,
5.845751,,,0xf00b,
5.855350,,,0xf010,
5.855440,,,0xf00b,
5.855751,,,0xf00b,
5.865350,,,0xf010,
5.865440,,,0xf00b,
5.865751,,,0xf00b,
5.875350,,,0xf010,
5.875440,,,0xf00b,
5.875750,,,0xf00b,
5.885350,,,0xf010,
5.885440,,,0xf00b,
5.885751,,,0xf00b,
5.895350,,,0xf010,
5.895440,,,0xf00b,
5.895751,,,0xf00b,
5.905350,,,0xf010,
5.905440,,,0xf00b,
5.905751,,,0xf00b,
5.915350,,,0xf010,
5.915440,,,0xf00b,
5.915750,,,0xf00b,
5.925350,,,0xf010,
5.925440,,,0xf00b,
5.925751,,,0xf00b,
5.935350,,,0xf010,
5.935440,,,0xf00b,
5.935751,,,0xf00b,
5.945350,,,0xf010,
5.945440,,,0xf00b,
5.945751,,,0xf00b,
5.955350,,,0xf010,
5.955440,,,0xf00b,
5.955750,,,0xf00b,
5.965350,,,0xf010,
5.965440,,,0xf00b,
5.965751,,,0xf00b,
5.975350,,,0xf010,
5.975440,,,0xf00b,
5.975751,,,0xf00b,
5.985350,,,0xf010,
5.985440,,,0xf00b,
5.985751,,,0xf00b,
5.995350,,,0xf010,
5.995440,,,0xf00b,
5.995755,,,0xf00b,
6.004350,,,0xf010,
6.004440,,,0xf00b,
6.004741,,,0xf00b,
6.005350,,,0xf010,
6.005485,,,0xf010,
6.005575,,,0xf00b,
6.005873,,,0xf00b,
6.006183,,,0xf00b,
6.015350,,,0xf010,
6.015440,,,0xf00b,
6.015751,,,0xf00b,
6.025350,,,0xf010,
6.025440,,,0xf00b,
6.025751,,,0xf00b,
6.035350,,,0xf010,
6.035440,,,0xf00b,
6.035750,,,0xf00b,
6.045350,,,0xf010,
6.045440,,,0xf00b,
6.045750,,,0xf00b,
6.055350,,,0xf010,
6.055440,,,0xf00b,
6.055751,,,0xf00b,
6.065350,,,0xf010,
6.065440,,,0xf00b,
6.065751,,,0xf00b,
6.075350,,,0xf010,
6.075440,,,0xf00b,
6.075750,,,0xf00b,
6.085350,,,0xf010,
6.085440,,,0xf00b,
6.085750,,,0xf00b,
6.095350,,,0xf010,
6.095440,,,0xf00b,
6.095751,,,0xf00b,
6.105350,,,0xf010,
6.105440,,,0xf00b,
6.105751,,,0xf00b,
6.115350,,,0xf010,
6.115440,,,0xf00b,
6.115750,,,0xf00b,
6.125350,,,0xf010,
6.125440,,,0xf00b,
6.125750,,,0xf00b,
6.135350,,,0xf010,
6.135440,,,0xf00b,
6.135751,,,0xf00b,
6.145350,,,0xf010,
6.145440,,,0xf00b,
6.145751,,,0xf00b,
6.155350,,,0xf010,
6.155440,,,0xf00b,
6.155750,,,0xf00b,
6.165350,,,0xf010,
6.165440,,,0xf00b,
6.165750,,,0xf00b,
6.175350,,,0xf010,
6.175440,,,0xf00b,
6.175751,,,0xf00b,
6.185350,,,0xf010,
6.185440,,,0xf00b,
6.185751,,,0xf00b,
6.195350,,,0xf010,
6.195440,,,0xf00b,
6.195750,,,0xf00b,
6.205351,,,0xf010,
6.205441,,,0xf00b,
6.205753,,,0xf00b,
6.215351,,,0xf010,
6.215441,,,0xf00b,
6.215753,,,0xf00b,
6.225351,,,0xf010,
6.225441,,,0xf00b,
6.225753,,,0xf00b,
6.235351,,,0xf010,
6.235441,,,0xf00b,
6.235753,,,0xf00b,
6.245351,,,0xf010,
6.245441,,,0xf00b,
6.245753,,,0xf00b,
6.255351,,,0xf010,
6.255441,,,0xf00b,
6.255753,,,0xf00b,
6.265351,,,0xf010,
6.265441,,,0xf00b,
6.265753,,,0xf00b,
6.275351,,,0xf010,
6.275441,,,0xf00b,
6.275753,,,0xf00b,
6.285351,,,0xf010,
6.285441,,,0xf00b,
6.285753,,,0xf00b,
6.295351,,,0xf010,
6.295441,,,0xf00b,
6.295753,,,0xf00b,
6.305351,,,0xf010,
6.305441,,,0xf00b,
6.305753,,,0xf00b,
6.315350,,,0xf010,
6.315440,,,0xf00b,
6.315751,,,0xf00b,
6.325350,,,0xf010,
6.325440,,,0xf00b,
6.325751,,,0xf00b,
6.335350,,,0xf010,
6.335440,,,0xf00b,
6.335751,,,0xf00b,
6.345350,,,0xf010,
6.345440,,,0xf00b,
6.345751,,,0xf00b,
6.355350,,,0xf010,
6.355440,,,0xf00b,
6.355751,,,0xf00b,
6.365350,,,0xf010,
6.365440,,,0xf00b,
6.365751,,,0xf00b,
6.375350,,,0xf010,
6.375440,,,0xf00b,
6.375751,,,0xf00b,
6.385350,,,0xf010,
6.385440,,,0xf00b,
6.385751,,,0xf00b,
6.395350,,,0xf010,
6.395440,,,0xf00b,
6.395751,,,0xf00b,
6.405350,,,0xf010,
6.405440,,,0xf00b,
6.405751,,,0xf00b,
6.415350,,,0xf010,
6.415440,,,0xf00b,
6.415751,,,0xf00b,
6.425350,,,0xf010,
6.425440,,,0xf00b,
6.425751,,,0xf00b,
6.435350,,,0xf010,
6.435440,,,0xf00b,
6.435751,,,0xf00b,
6.445350,,,0xf010,
6.445440,,,0xf00b,
6.445751,,,0xf00b,
6.455350,,,0xf010,
6.455440,,,0xf00b,
6.455751,,,0xf00b,
6.465350,,,0xf010,
6.465440,,,0xf00b,
6.465751,,,0xf00b,
6.475350,,,0xf010,
6.475440,,,0xf00b,
6.475751,,,0xf00b,
6.485350,,,0xf010,
6.485440,,,0xf00b,
6.485751,,,0xf00b,
6.495350,,,0xf010,
6.495440,,,0xf00b,
6.495753,,,0xf00b,
6.505350,,,0xf010,
6.505486,,,0xf010,
6.505576,,,0xf00b,
6.505875,,,0xf00b,
6.506185,,,0xf00b,
6.515350,,,0xf010,
6.515440,,,0xf00b,
6.515751,,,0xf00b,
6.525350,,,0xf010,
6.525440,,,0xf00b,
6.525751,,,0xf00b,
6.535350,,,0xf010,
6.535440,,,0xf00b,
6.535751,,,0xf00b,
6.545350,,,0xf010,
6.545440,,,0xf00b,
6.545751,,,0xf00b,
6.555350,,,0xf010,
6.555440,,,0xf00b,
6.555751,,,0xf00b,
6.565350,,,0xf010,
6.565440,,,0xf00b,
6.565751,,,0xf00b,
6.575350,,,0xf010,
6.575440,,,0xf00b,
6.575751,,,0xf00b,
6.585350,,,0xf010,
6.585440,,,0xf00b,
6.585750,,,0xf00b,
6.595350,,,0xf010,
6.595440,,,0xf00b,
6.595751,,,0xf00b,
6.605350,,,0xf010,
6.605440,,,0xf00b,
6.605751,,,0xf00b,
6.615350,,,0xf010,
6.615440,,,0xf00b,
6.615751,,,0xf00b,
6.625350,,,0xf010,
6.625440,,,0xf00b,
6.625750,,,0xf00b,
6.635350,,,0xf010,
6.635440,,,0xf00b,
6.635751,,,0xf00b,
6.645350,,,0xf010,
